cell,BACH2,BATF,BIRC5,CCR7,CD160,CDK1,CTLA4,CX3CR1,DNMT3A,EGR2,ENTPD1,GNLY,GZMB,GZMK,HAVCR2,IFNG,IKZF2,IL7R,KLRD1,KLRG1,LAG3,LEF1,MKI67,NKG7,NR4A1,NR4A2,NR4A3,PCNA,PDCD1,PRDM1,PRF1,SELL,SLAMF6,STMN1,TBX21,TCF7,TIGIT,TOP2A,TOX
ref_00083,6.76,3.649,3.257,6.843,3.257,3.931,4.15,3.649,3.257,3.649,3.649,3.649,3.649,3.931,3.649,3.649,3.649,6.496,3.649,3.649,3.649,6.551,3.257,3.649,3.649,3.649,3.649,3.649,3.257,3.931,3.931,6.802,6.397,3.649,3.257,6.397,3.257,3.257,3.931
ref_00084,6.719,3.714,3.32,6.581,3.32,3.995,3.32,3.714,4.215,3.995,3.995,3.995,3.995,3.995,3.714,3.714,3.714,6.581,3.714,3.714,3.714,6.256,3.32,3.32,3.995,3.714,3.714,3.995,3.995,3.714,3.32,7.216,6.306,3.995,3.32,7.124,3.995,3.714,3.32
ref_00085,5.81,3.814,3.143,6.597,3.143,3.814,4.212,3.143,3.814,3.814,3.814,3.143,3.814,3.143,3.814,3.143,3.814,6.907,3.143,3.814,3.143,6.097,3.814,3.814,4.212,3.143,3.814,3.814,3.814,3.143,3.814,6.236,6.468,3.814,3.143,6.597,3.143,3.814,3.814
ref_00086,6.587,3.327,4.002,6.405,3.72,3.327,3.72,3.72,3.72,3.327,4.221,4.002,3.327,3.72,3.72,3.327,3.72,6.772,3.72,3.327,3.72,6.606,3.327,4.002,3.72,4.002,4.002,3.72,3.72,3.72,3.72,7.343,6.126,4.002,3.327,7.017,4.221,3.72,4.221
ref_00087,6.767,3.67,3.67,6.573,3.952,3.278,3.952,3.67,3.278,3.67,3.278,3.67,3.67,4.171,3.67,3.67,3.952,6.69,3.278,3.952,3.278,6.499,3.67,3.278,3.67,3.278,3.278,3.952,3.278,3.952,3.952,6.929,6.186,3.278,3.67,6.518,3.278,4.171,3.952
ref_00088,6.182,3.617,3.617,6.727,4.117,3.898,3.225,3.617,4.117,3.898,3.617,3.898,3.617,3.898,3.617,3.898,3.617,6.783,3.225,4.117,3.898,6.697,3.617,3.898,3.898,3.898,3.898,3.617,3.225,3.617,4.117,6.604,6.604,3.617,3.617,7.146,3.225,4.117,3.898
ref_00089,6.463,3.139,3.81,6.392,3.139,3.81,3.81,3.139,3.81,3.81,3.81,3.139,3.139,3.81,3.81,3.81,3.139,7.027,3.139,3.139,3.81,6.592,4.208,4.208,3.81,3.81,3.81,3.81,4.208,3.81,3.81,6.809,5.87,3.81,3.81,6.967,3.81,3.81,3.81
ref_00090,6.35,3.666,3.666,6.637,3.666,2.998,2.998,3.666,3.666,2.998,3.666,3.666,4.063,3.666,2.998,3.666,3.666,6.504,3.666,3.666,3.666,6.383,4.063,3.666,2.998,4.063,3.666,2.998,3.666,3.666,3.666,7.042,5.59,3.666,2.998,6.637,3.666,3.666,2.998
ref_00091,6.183,2.975,3.642,6.752,3.642,4.039,3.642,3.642,3.642,3.642,4.039,3.642,2.975,2.975,4.039,3.642,3.642,5.97,4.039,2.975,3.642,6.325,3.642,4.039,4.039,3.642,3.642,3.642,3.642,2.975,4.039,6.257,5.97,2.975,2.975,6.875,4.039,3.642,3.642
ref_00092,6.43,3.23,3.903,7.122,3.903,3.903,3.622,3.903,3.622,3.903,4.122,3.23,3.903,3.23,3.23,3.622,3.23,6.687,3.23,3.622,4.122,6.327,3.622,3.622,3.23,3.622,3.903,3.903,4.122,3.622,3.622,7.206,5.718,3.23,3.903,7.141,3.23,3.622,3.23
ref_00093,6.244,3.63,2.963,6.131,3.63,2.963,2.963,3.63,3.63,2.963,3.63,2.963,3.63,3.63,3.63,2.963,4.026,6.244,3.63,2.963,3.63,6.207,2.963,2.963,2.963,2.963,3.63,2.963,3.63,3.63,3.63,6.881,5.686,2.963,2.963,7.021,2.963,2.963,2.963
ref_00094,6.308,3.323,3.998,6.466,3.716,3.716,3.323,3.998,3.998,3.716,3.716,3.998,3.716,3.716,3.323,3.716,3.998,6.884,3.716,3.716,3.998,6.925,3.323,3.998,3.716,3.998,3.716,3.998,3.998,3.323,3.716,6.721,6.356,3.716,3.998,7.158,3.323,3.323,3.998
ref_00095,6.25,4.069,3.672,5.951,3.004,3.004,3.004,3.672,3.004,3.672,3.004,4.069,3.672,4.069,4.069,3.672,3.672,6.905,3.672,3.672,3.672,6.133,3.672,3.004,4.069,3.004,3.672,3.672,3.004,3.672,3.672,6.25,6.0,3.004,3.004,6.979,3.004,3.672,4.069
ref_00096,6.401,3.908,3.512,6.551,3.908,3.512,3.908,3.512,3.908,3.908,3.512,3.512,3.908,3.908,3.512,3.908,3.512,6.76,3.512,3.908,3.512,6.884,3.908,3.512,4.19,3.512,2.848,3.512,3.512,3.908,3.908,6.317,6.504,3.908,3.512,6.901,3.512,3.512,3.908
ref_00097,6.253,3.687,4.187,6.994,3.687,3.294,3.687,3.687,3.968,3.968,3.687,3.968,3.294,3.687,3.294,3.294,3.687,6.84,3.687,3.687,3.968,6.738,4.187,3.294,3.687,4.187,3.294,3.294,3.968,3.687,3.968,6.675,5.744,3.968,3.294,7.074,3.968,3.687,3.968
ref_00098,6.844,4.307,3.805,6.919,3.805,3.805,4.307,3.411,4.087,3.805,3.411,3.411,4.087,4.087,3.805,3.805,3.805,6.763,3.805,3.805,3.805,6.71,3.805,3.805,3.411,3.805,3.805,3.805,4.087,3.411,3.805,6.374,6.269,4.087,3.805,7.015,3.805,3.805,3.411
ref_00099,5.792,3.619,4.015,6.589,3.619,4.015,3.619,3.619,4.015,4.015,2.952,3.619,3.619,2.952,3.619,3.619,4.015,6.564,3.619,2.952,2.952,6.196,3.619,2.952,3.619,2.952,3.619,4.015,4.015,3.619,2.952,7.01,6.12,3.619,2.952,6.771,3.619,3.619,4.015
ref_00100,6.322,3.36,4.255,6.461,3.36,3.36,3.753,3.753,3.753,3.753,3.753,4.035,4.035,4.035,4.035,4.035,3.753,6.545,3.753,3.753,4.035,7.154,4.035,4.035,3.753,3.753,3.753,3.36,3.753,3.753,4.255,6.621,6.603,3.753,3.753,6.963,3.753,3.753,3.753
ref_00101,6.429,4.048,3.372,6.788,4.267,3.372,4.048,3.372,4.267,3.372,3.766,4.048,4.048,3.372,3.372,4.048,4.048,7.063,3.766,3.372,3.372,6.452,4.048,3.372,3.766,3.766,3.372,3.766,3.372,3.766,3.766,6.962,6.516,4.048,3.766,6.921,4.048,3.372,4.048
ref_00102,6.489,3.624,3.624,6.667,3.624,4.021,3.624,3.624,3.624,2.957,3.624,4.021,3.624,4.021,4.021,3.624,4.021,6.965,3.624,2.957,2.957,6.461,3.624,3.624,2.957,4.021,3.624,4.021,3.624,3.624,4.021,7.079,5.903,2.957,4.021,6.543,3.624,4.021,3.624
ref_00103,5.739,3.622,4.019,6.732,4.019,2.956,3.622,4.019,3.622,3.622,4.019,3.622,4.019,3.622,3.622,4.019,4.019,6.567,4.019,3.622,3.622,6.2,3.622,4.019,3.622,3.622,4.019,4.019,3.622,3.622,3.622,6.911,6.123,2.956,3.622,6.541,2.956,3.622,3.622
ref_00104,6.356,3.369,3.369,6.753,3.369,3.763,3.763,3.763,3.369,4.045,3.369,3.763,3.763,3.369,3.369,3.369,3.369,6.534,4.045,3.369,3.763,6.736,3.369,3.369,3.763,3.369,3.369,4.045,3.369,3.763,4.045,6.973,6.169,3.763,3.369,6.306,4.045,4.045,3.369
ref_00105,6.114,3.694,3.694,6.827,3.694,3.694,3.026,3.026,3.694,3.694,3.694,3.026,4.091,3.694,3.694,3.694,3.026,5.923,3.694,3.694,4.091,6.504,3.694,3.694,3.694,3.694,3.026,3.026,3.694,3.694,3.026,6.715,5.923,4.091,3.694,6.738,3.694,3.694,3.694
ref_00106,6.493,3.576,3.576,6.807,2.91,3.576,3.972,3.576,2.91,3.972,3.972,3.576,3.972,3.576,3.576,3.972,3.576,5.948,3.576,4.255,3.576,6.662,3.972,3.972,3.972,3.576,3.972,2.91,3.972,3.576,3.576,6.807,5.901,3.972,3.576,6.617,3.972,3.576,3.972
ref_00107,6.605,3.873,4.156,6.832,3.873,3.873,3.478,3.478,3.478,4.156,3.873,2.815,3.873,3.478,3.873,3.478,3.478,6.974,3.873,3.873,3.873,6.419,4.156,3.478,3.478,3.873,3.478,3.478,4.156,3.478,3.478,6.221,5.892,3.478,3.873,6.339,3.873,3.478,3.873
ref_00108,6.75,3.415,4.091,6.816,3.809,3.809,3.809,3.415,3.809,3.809,3.809,3.415,3.415,3.415,4.311,4.091,4.091,6.864,3.809,4.311,4.091,6.023,3.809,4.091,3.809,4.091,4.091,3.415,3.415,3.809,4.091,6.602,6.156,3.809,3.415,7.243,3.809,4.091,4.311
ref_00109,5.935,3.037,3.706,6.455,3.706,3.706,3.706,3.706,4.103,3.706,3.706,3.037,3.706,3.706,3.706,4.103,3.706,6.516,3.706,3.706,3.706,6.678,3.706,3.037,3.037,3.706,3.706,3.706,4.103,3.037,4.103,6.881,6.168,3.037,4.103,7.083,3.706,3.037,3.706
ref_00110,6.427,3.763,3.369,6.14,4.045,3.369,3.369,3.369,4.264,3.763,4.045,3.763,3.763,3.763,3.369,3.763,3.369,7.011,3.763,3.763,3.369,6.14,4.045,4.045,4.264,4.045,4.264,3.763,3.763,3.763,4.045,7.084,6.427,3.763,3.369,6.493,3.763,4.264,3.763
ref_00111,6.275,3.444,4.121,6.939,3.838,3.444,3.444,3.444,3.838,3.444,3.444,4.121,3.838,3.838,3.838,3.444,4.121,6.433,3.838,3.838,2.782,6.526,3.838,3.838,3.838,3.444,3.838,3.838,4.121,3.444,3.838,6.727,6.053,3.838,4.121,6.968,3.838,3.838,3.444
ref_00112,6.485,4.059,4.059,7.167,3.777,3.383,3.777,4.059,4.059,3.777,4.059,3.777,3.383,3.383,4.278,4.278,4.278,6.37,3.777,3.383,4.059,6.212,3.777,4.059,3.777,3.777,3.777,3.383,3.777,4.059,3.777,6.933,6.091,3.777,3.383,7.199,3.777,3.383,4.059
ref_00113,5.997,3.581,3.581,6.711,2.915,2.915,3.581,3.977,3.581,3.581,3.581,3.977,3.977,3.581,3.581,3.977,3.581,6.773,3.581,3.977,2.915,6.524,3.581,3.581,3.977,3.581,3.581,3.977,3.977,3.977,3.581,6.921,5.907,3.581,3.581,6.904,3.581,3.581,3.581
ref_00114,6.521,3.993,3.318,6.521,3.993,3.993,3.993,3.711,3.993,3.993,3.993,3.318,3.993,3.711,3.993,3.993,3.711,7.066,3.711,3.711,3.318,6.351,3.993,4.212,3.711,3.711,3.318,3.993,4.212,3.318,3.993,6.906,6.649,3.318,3.993,6.971,3.711,3.993,4.212
ref_00115,6.123,3.622,4.019,6.732,2.956,3.622,2.956,3.622,2.956,4.019,4.302,3.622,4.019,2.956,3.622,4.019,4.019,6.732,3.622,4.019,3.622,6.754,3.622,3.622,4.019,3.622,4.019,3.622,2.956,4.019,3.622,6.754,6.4,4.302,3.622,6.688,4.019,3.622,3.622
ref_00116,6.787,2.839,4.181,6.542,3.503,3.898,4.181,3.898,3.503,2.839,3.898,3.503,3.898,4.181,3.898,4.181,3.898,6.874,3.898,3.898,3.898,5.917,3.503,3.898,4.181,3.898,3.898,3.503,3.503,3.503,3.503,6.587,6.469,3.898,3.503,6.787,3.898,3.898,4.181
ref_00117,6.299,3.755,3.085,7.029,3.755,3.755,4.153,3.085,3.755,3.755,4.153,3.755,3.755,3.755,3.085,3.085,4.153,7.083,3.755,3.755,3.755,6.441,3.755,3.755,3.755,4.153,3.755,3.755,3.755,3.755,3.085,6.537,6.336,3.755,4.153,6.408,3.755,3.085,4.153
ref_00118,6.656,3.467,3.467,6.769,4.365,4.145,3.862,3.862,4.145,3.862,3.862,3.862,4.145,4.145,3.467,3.862,3.467,6.482,4.365,3.467,4.145,6.458,3.467,4.145,3.862,4.145,3.862,4.145,3.862,3.862,3.467,6.382,6.458,3.862,3.862,6.978,3.862,3.467,3.862
ref_00119,5.937,3.876,3.876,6.977,4.159,3.876,3.876,3.481,3.876,3.481,3.876,3.481,3.481,3.481,3.481,3.876,3.876,7.048,3.481,3.876,3.481,6.091,2.818,3.481,3.876,3.481,3.876,3.481,3.876,3.876,3.876,6.869,6.285,3.481,3.481,6.728,4.159,3.876,3.876
ref_00120,6.255,3.739,3.345,6.529,3.739,3.739,4.24,3.739,4.02,3.739,3.739,3.739,3.739,3.739,3.739,3.345,3.739,6.643,4.02,3.345,4.02,6.509,4.02,3.345,3.739,4.02,3.739,4.02,3.345,3.345,3.345,6.851,6.229,3.739,3.739,6.921,4.24,3.739,4.02
ref_00121,6.397,2.795,3.852,6.26,3.457,3.457,3.457,2.795,3.852,3.457,3.852,3.457,3.852,3.457,3.457,2.795,4.134,6.844,3.457,3.457,3.457,6.665,3.457,3.852,3.457,3.457,3.852,3.852,3.852,3.852,3.457,6.922,5.992,3.852,3.457,6.844,2.795,3.852,2.795
ref_00122,6.385,3.815,3.421,6.773,4.097,3.421,3.815,4.097,3.421,3.421,3.421,4.097,3.815,4.317,3.421,4.097,3.815,6.307,3.421,3.421,3.421,7.026,3.815,3.421,3.815,3.421,3.815,3.421,4.097,3.421,3.421,6.915,5.875,3.815,3.421,6.457,4.097,3.421,3.421
ref_00123,6.231,4.014,2.951,6.454,3.617,3.617,3.617,3.617,3.617,3.617,2.951,3.617,4.014,3.617,4.014,4.014,3.617,6.482,3.617,3.617,2.951,6.562,4.014,3.617,3.617,2.951,3.617,3.617,3.617,4.014,3.617,6.612,5.944,3.617,2.951,6.705,4.014,2.951,2.951
ref_00124,6.205,3.889,3.889,6.577,3.493,3.889,3.889,3.493,3.493,3.889,3.493,3.493,3.493,3.889,3.493,3.493,3.889,6.929,3.889,3.889,3.493,7.004,3.889,4.171,4.171,3.493,2.83,3.889,3.493,3.889,4.391,6.881,6.173,3.889,4.171,6.642,3.889,3.889,4.171
ref_00125,6.781,3.461,3.856,7.055,3.461,3.461,3.856,3.856,3.461,4.139,3.461,3.856,3.461,3.461,3.461,3.856,3.856,6.402,3.856,3.461,3.461,6.63,3.856,3.461,3.856,3.856,3.461,3.856,4.139,3.461,4.139,6.815,6.522,4.139,3.461,6.815,3.461,3.461,3.856
ref_00126,6.487,3.94,3.659,6.966,3.659,3.659,3.659,3.267,3.659,3.659,3.659,3.267,3.94,3.267,3.94,3.659,3.267,6.826,3.659,3.94,3.659,6.274,3.659,3.94,3.267,3.267,3.267,3.659,3.267,3.94,3.267,7.035,6.343,3.267,3.267,6.798,3.267,3.659,3.94
ref_00127,6.493,3.998,3.998,7.009,3.601,3.601,3.601,3.998,3.998,3.998,2.935,3.601,3.601,3.601,3.998,3.601,3.998,6.643,3.998,3.601,2.935,6.52,3.998,3.601,3.601,3.601,3.601,3.998,2.935,3.601,3.601,6.794,6.019,3.601,3.601,6.102,3.998,3.601,3.998
ref_00128,6.596,3.804,3.409,7.001,3.409,4.086,4.086,4.305,3.804,3.409,4.086,4.305,3.409,4.086,4.086,3.804,3.409,6.842,3.409,4.305,4.086,6.616,3.804,3.409,4.086,3.804,3.804,4.086,3.804,4.086,3.804,6.727,5.943,3.409,4.086,6.932,4.086,3.804,3.409
ref_00129,5.773,3.548,3.548,6.797,3.548,3.943,3.943,3.943,3.548,3.548,3.943,2.883,2.883,3.548,3.548,3.943,3.943,6.159,3.548,3.943,3.943,5.872,3.943,3.548,2.883,3.548,2.883,3.943,3.943,2.883,3.548,7.06,6.54,3.943,3.548,6.778,3.943,3.943,3.943
ref_00130,6.164,4.039,3.364,6.444,3.757,4.039,3.757,4.039,4.259,3.757,4.039,3.364,3.757,3.757,4.039,4.039,3.757,6.94,3.364,3.757,3.364,6.529,3.364,3.757,4.039,3.364,3.757,3.364,4.039,3.757,4.039,7.055,5.73,4.039,3.364,7.09,3.757,3.757,4.259
ref_00131,6.412,3.892,3.497,7.036,3.892,2.833,3.892,3.892,2.833,3.497,4.174,3.497,3.892,3.497,3.892,3.892,3.497,6.33,3.497,3.892,3.892,6.763,4.174,3.497,3.497,3.497,3.497,3.892,3.497,3.892,3.497,6.581,6.033,4.174,3.892,6.917,3.497,3.892,3.892
ref_00132,6.613,3.642,3.642,6.45,3.642,3.642,4.039,3.642,4.039,4.039,4.039,3.642,3.642,3.642,4.039,2.975,4.039,6.815,4.039,3.642,3.642,6.815,4.039,4.039,4.039,3.642,3.642,3.642,3.642,3.642,3.642,6.894,5.634,4.039,3.642,6.421,3.642,3.642,3.642
ref_00133,5.904,3.929,3.929,6.922,4.211,4.211,3.929,3.929,3.929,3.533,3.533,3.533,3.533,3.929,3.533,2.869,3.533,6.905,3.929,3.929,3.533,6.596,3.929,3.929,3.533,4.211,3.533,3.533,3.533,3.533,3.533,6.64,6.108,3.533,4.211,7.001,3.929,3.533,3.929
ref_00134,6.491,3.849,3.849,6.559,4.131,3.849,3.454,3.849,3.849,3.849,3.454,3.849,3.849,3.849,3.849,3.849,3.454,6.622,3.454,4.131,3.849,6.889,3.849,3.849,2.792,3.849,3.849,3.454,3.454,3.849,3.849,6.773,6.098,3.849,3.849,7.047,3.849,4.131,2.792
ref_00135,6.285,3.399,4.076,6.545,3.794,3.794,3.794,3.399,3.399,3.794,4.076,4.076,4.076,3.794,3.399,3.794,3.399,7.043,3.399,3.399,4.295,6.363,4.076,3.794,4.076,3.399,3.399,3.399,3.794,3.794,3.794,6.863,6.312,3.399,3.399,6.991,3.794,4.076,3.399
ref_00136,6.831,4.074,3.792,6.457,3.398,3.398,3.398,3.792,3.792,3.398,3.792,3.398,3.792,4.074,3.398,3.792,3.792,6.228,4.074,3.792,3.792,6.815,3.398,3.792,3.398,3.398,3.398,3.398,3.792,3.792,3.792,6.434,6.623,3.398,3.792,7.171,3.398,3.398,3.792
ref_00137,6.589,3.945,3.945,6.612,3.549,3.945,3.549,3.945,3.549,3.549,3.549,3.549,4.228,3.945,3.549,3.549,3.945,6.294,3.945,3.549,3.945,6.835,3.945,3.549,3.549,2.884,3.549,3.945,3.549,3.945,3.549,6.853,6.325,2.884,3.945,6.263,2.884,3.945,3.945
ref_00138,6.203,3.952,3.952,6.86,3.952,3.952,3.556,3.952,3.556,3.556,3.952,3.556,3.556,3.952,3.556,3.952,4.235,6.549,3.556,3.556,3.556,6.664,3.952,3.952,3.952,3.556,4.235,3.556,3.556,3.952,4.235,7.054,6.014,3.952,3.556,6.132,3.556,3.556,3.952
ref_00139,6.228,3.515,2.851,6.836,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.911,3.515,3.911,3.515,3.911,6.507,3.911,3.515,3.515,6.836,2.851,3.911,3.515,3.911,2.851,3.515,3.515,3.515,3.911,7.097,6.29,3.515,3.911,6.8,3.515,3.515,3.911
ref_00140,6.305,3.445,3.84,6.815,3.445,3.445,3.445,3.84,3.84,3.445,3.84,3.84,3.84,3.445,3.445,3.445,3.84,6.459,3.84,3.445,3.84,6.728,3.84,4.122,3.445,3.445,4.122,3.84,2.783,3.445,3.445,6.864,5.719,3.84,3.445,6.832,3.84,3.84,3.84
ref_00141,6.484,3.819,3.425,6.827,3.425,3.425,3.425,4.102,3.425,3.425,3.425,3.819,3.425,3.425,2.764,3.819,4.102,6.707,3.819,3.425,3.819,6.859,4.102,3.819,3.425,3.425,3.819,3.819,3.819,2.764,3.425,6.632,6.197,3.819,3.425,6.338,4.102,3.819,3.425
ref_00142,6.555,3.911,3.911,6.853,3.911,3.515,3.911,3.515,3.911,3.515,3.515,3.515,3.911,3.911,3.515,3.515,3.515,6.09,3.515,3.515,3.911,6.29,2.851,3.515,3.515,3.515,2.851,3.911,3.911,3.515,3.515,6.29,6.32,3.911,3.911,6.725,3.515,3.515,3.911
ref_00143,6.312,3.731,3.062,6.152,3.731,3.731,3.731,3.731,3.731,3.062,3.062,3.731,3.731,4.129,3.731,4.129,3.731,6.653,4.129,3.062,4.129,6.571,3.731,3.731,3.731,3.731,3.731,3.062,3.062,3.731,3.731,6.704,6.512,4.129,3.731,6.865,4.129,3.062,3.731
ref_00144,6.636,3.617,3.617,6.195,4.014,3.617,4.014,2.951,3.617,4.014,3.617,3.617,4.014,3.617,2.951,3.617,4.014,6.509,3.617,3.617,3.617,6.81,4.014,3.617,4.014,4.014,2.951,2.951,4.014,3.617,3.617,6.425,5.895,4.014,4.014,7.025,3.617,3.617,4.014
ref_00145,6.559,3.748,4.03,6.983,4.03,3.354,3.748,3.748,3.354,3.748,4.03,3.354,3.354,4.03,3.748,3.354,3.748,7.008,3.354,4.03,3.354,6.559,3.354,3.354,3.748,3.748,3.748,4.03,3.354,3.354,3.354,6.931,5.674,3.354,3.748,6.238,3.354,3.354,3.354
ref_00146,6.003,2.92,3.586,6.45,2.92,2.92,3.586,3.982,3.586,3.586,3.586,3.982,3.982,3.586,2.92,2.92,3.982,6.268,3.982,3.586,3.586,6.53,3.586,3.982,2.92,3.586,3.586,2.92,3.586,3.586,3.982,6.163,5.958,3.982,3.586,7.085,3.586,2.92,3.982
ref_00147,5.986,3.281,3.281,6.741,3.955,3.674,3.674,3.955,3.674,3.955,3.674,3.674,4.175,3.674,3.955,3.955,3.674,6.522,3.955,3.674,3.281,6.483,4.175,3.674,3.674,3.674,3.674,3.674,4.175,3.955,3.955,7.094,6.662,3.674,3.955,7.166,3.281,3.674,3.281
ref_00148,6.829,3.943,3.269,6.842,3.269,3.269,3.269,3.662,3.662,3.943,4.162,3.943,3.943,3.943,3.662,3.269,3.662,6.599,3.269,3.943,3.662,6.277,3.662,3.943,3.943,3.943,4.162,3.269,3.269,3.662,3.662,6.367,6.43,3.943,3.662,7.247,3.269,3.662,3.943
ref_00149,6.74,3.911,3.911,6.68,3.911,3.238,3.63,3.911,3.63,4.13,3.63,3.238,3.911,3.238,4.13,3.63,3.911,6.665,3.63,4.13,3.63,6.875,3.63,3.911,3.63,4.13,3.911,3.238,3.63,3.63,3.63,7.121,6.398,3.238,3.63,7.121,3.63,3.63,3.63
ref_00150,6.093,3.717,3.324,6.926,3.999,3.999,3.717,3.717,3.324,3.717,3.717,3.324,3.324,3.324,3.717,3.999,3.717,6.8,3.717,3.324,3.324,6.38,3.717,3.717,3.717,3.999,3.999,3.324,3.324,3.999,3.717,6.639,6.585,3.324,3.717,7.106,3.717,3.324,3.717
ref_00151,5.796,3.622,3.622,6.795,3.622,2.956,2.956,3.622,3.622,2.956,3.622,3.622,3.622,2.956,3.622,3.622,3.622,6.929,2.956,2.956,3.622,6.236,3.622,4.019,3.622,2.956,3.622,2.956,2.956,3.622,3.622,6.835,6.123,3.622,3.622,6.641,2.956,3.622,3.622
ref_00152,5.824,3.548,3.943,6.438,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.943,3.548,3.548,2.883,3.548,6.438,3.943,3.548,3.548,6.261,3.548,3.548,3.548,3.548,3.943,2.883,3.548,2.883,3.548,6.086,5.824,3.548,3.548,7.046,2.883,2.883,3.548
ref_00153,6.432,3.353,3.747,6.845,4.028,3.353,4.028,3.747,3.353,4.028,3.747,3.747,3.747,4.028,3.353,3.747,3.353,6.859,3.747,4.028,3.353,6.614,3.747,3.747,4.028,3.353,4.028,3.747,3.353,4.028,4.028,6.557,6.092,3.747,3.747,7.22,3.747,3.353,3.747
ref_00154,6.397,3.534,3.93,6.397,3.534,4.213,3.93,4.213,3.93,4.213,3.534,3.93,4.213,3.93,3.93,4.213,3.93,6.764,3.534,3.534,4.213,6.527,4.213,3.93,4.213,3.93,3.93,3.534,3.93,3.534,3.93,6.642,6.705,3.534,3.534,7.143,3.93,3.534,3.534
ref_00155,6.605,3.478,3.478,7.031,3.873,3.873,4.156,3.873,4.156,4.156,3.478,3.478,4.156,3.873,3.873,3.478,4.156,6.252,4.156,4.156,4.156,6.493,4.156,4.156,3.478,3.873,4.156,3.478,4.156,3.873,4.156,6.687,6.123,3.873,3.478,6.687,3.873,3.873,3.873
ref_00156,6.071,3.696,3.696,6.643,3.696,3.696,3.696,3.028,4.093,3.696,3.696,4.093,3.028,3.696,3.696,3.028,4.093,6.347,3.696,3.696,3.696,6.693,4.093,3.696,3.696,3.696,4.093,3.028,3.696,4.093,3.696,7.039,6.199,4.093,4.093,6.949,3.696,3.696,3.696
ref_00157,5.931,4.001,3.605,6.497,3.605,3.605,3.605,4.001,3.605,3.605,3.605,3.605,4.001,2.939,3.605,3.605,3.605,6.382,4.001,3.605,4.284,6.523,4.001,4.284,4.001,3.605,2.939,3.605,3.605,3.605,3.605,6.928,6.253,3.605,4.001,6.523,3.605,3.605,4.001
ref_00158,6.621,4.0,3.603,6.285,2.937,3.603,3.603,4.0,2.937,3.603,2.937,4.0,3.603,3.603,3.603,3.603,3.603,6.796,2.937,3.603,3.603,6.755,2.937,3.603,2.937,3.603,3.603,2.937,3.603,3.603,3.603,6.69,6.547,3.603,4.0,6.755,3.603,3.603,4.0
ref_00159,5.87,3.989,3.593,6.984,2.927,3.989,3.989,2.927,3.989,2.927,3.593,2.927,3.593,3.593,3.593,3.593,3.593,6.37,3.593,3.989,3.593,6.511,3.593,3.593,3.593,3.593,3.593,3.593,3.989,3.593,3.593,7.077,6.562,3.989,3.593,6.744,3.989,2.927,3.593
ref_00160,6.543,3.714,3.714,6.353,3.714,3.714,3.995,4.215,3.32,3.714,3.32,3.995,3.32,3.714,3.714,3.32,3.714,6.909,3.714,3.32,3.32,6.23,3.995,3.32,3.995,3.32,3.995,3.995,3.995,3.995,3.32,6.948,6.281,3.714,3.714,6.796,3.995,3.995,3.995
ref_00161,5.849,3.789,3.789,6.932,3.789,3.395,4.071,4.071,3.395,3.789,3.789,3.789,3.395,3.789,3.395,3.789,3.395,6.639,3.395,3.395,3.395,6.694,3.789,3.395,3.395,3.789,3.789,3.789,3.789,3.789,3.395,6.843,6.383,3.789,3.789,6.763,4.071,3.789,3.789
ref_00162,6.39,3.642,3.25,6.887,3.642,3.642,3.642,3.25,3.923,3.923,3.923,3.642,4.142,3.642,3.923,3.642,3.923,6.752,3.923,3.923,3.923,6.961,3.25,3.642,3.642,3.25,3.642,3.923,3.642,3.923,3.923,6.257,6.507,3.25,3.923,6.489,3.642,3.923,3.642
ref_00163,6.527,2.968,4.032,6.527,4.032,3.635,3.635,3.635,3.635,4.032,4.032,4.315,3.635,3.635,3.635,4.032,3.635,6.766,4.032,4.032,3.635,6.351,2.968,3.635,4.032,3.635,4.032,3.635,3.635,3.635,4.032,6.472,6.58,3.635,3.635,6.976,3.635,2.968,2.968
ref_00164,6.472,3.435,3.83,6.853,4.112,3.83,4.112,4.112,3.83,4.112,4.112,3.83,3.83,3.435,3.435,3.83,3.435,6.869,3.435,3.83,3.83,6.788,3.435,3.435,3.435,3.435,4.332,4.112,3.83,3.83,3.83,6.424,6.266,3.435,4.112,6.853,4.112,3.83,4.332
ref_00165,6.521,2.842,3.506,6.25,3.506,3.901,3.506,3.506,3.506,3.901,3.506,3.901,3.506,3.506,3.901,3.901,3.506,6.521,3.901,3.901,3.506,6.612,3.506,2.842,3.901,3.506,3.506,3.506,3.901,3.901,3.506,6.568,6.521,3.901,3.506,7.226,3.506,3.506,3.506
ref_00166,6.083,3.039,3.708,6.25,3.708,4.105,3.708,3.708,3.708,3.039,3.708,3.708,3.708,3.708,3.708,3.708,3.039,6.488,4.105,3.708,3.708,6.287,4.105,4.105,3.708,4.105,3.039,3.708,4.105,3.708,3.708,6.602,6.324,3.708,3.708,6.862,4.105,3.708,4.105
ref_00167,6.656,2.97,3.637,7.045,3.637,3.637,3.637,4.033,3.637,2.97,4.033,3.637,3.637,3.637,4.033,3.637,3.637,6.679,2.97,2.97,3.637,6.445,3.637,3.637,3.637,2.97,4.033,3.637,3.637,3.637,3.637,6.529,5.915,2.97,2.97,6.097,3.637,3.637,3.637
